items
"['B', 'C', 'I', 'L', 'M', 'N', 'P']"
"['C', 'D', 'E', 'J', 'K', 'O', 'P']"
"['A', 'B', 'D', 'G', 'H', 'I', 'K']"
"['A', 'B', 'H', 'I', 'M', 'N', 'Q']"
"['A', 'C', 'F', 'H', 'M', 'N', 'P']"
"['A', 'B', 'E', 'G', 'H', 'K', 'Q']"
"['A', 'D', 'E', 'H', 'I', 'L', 'M']"
"['D', 'E', 'F', 'K', 'L', 'N', 'Q']"
"['A', 'D', 'F', 'N', 'O', 'P', 'Q']"
"['C', 'E', 'F', 'J', 'K', 'N', 'P']"
"['E', 'G', 'K', 'M', 'N', 'O', 'P']"
"['G', 'J', 'L', 'M', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'H', 'L', 'O', 'Q']"
"['C', 'E', 'F', 'K', 'M', 'O', 'P']"
"['A', 'D', 'F', 'I', 'J', 'K', 'O']"
"['D', 'E', 'F', 'I', 'J', 'L', 'O']"
"['A', 'B', 'E', 'K', 'L', 'O', 'Q']"
"['A', 'C', 'D', 'G', 'H', 'I', 'O']"
"['A', 'B', 'E', 'F', 'O', 'P', 'Q']"
"['C', 'F', 'G', 'K', 'L', 'M', 'P']"
"['B', 'C', 'D', 'G', 'J', 'N', 'P']"
"['A', 'E', 'F', 'G', 'J', 'O', 'P']"
"['A', 'D', 'F', 'G', 'I', 'M', 'O']"
"['B', 'E', 'F', 'K', 'L', 'O', 'P']"
"['B', 'D', 'G', 'H', 'I', 'K', 'P']"
"['C', 'D', 'H', 'K', 'M', 'O', 'Q']"
"['A', 'D', 'F', 'G', 'I', 'J', 'O']"
"['C', 'E', 'H', 'I', 'L', 'O', 'P']"
"['D', 'F', 'H', 'I', 'J', 'N', 'O']"
"['A', 'G', 'I', 'L', 'N', 'P', 'Q']"
"['A', 'C', 'H', 'J', 'K', 'M', 'P']"
"['A', 'D', 'F', 'H', 'I', 'K', 'L']"
"['A', 'C', 'G', 'J', 'L', 'P', 'Q']"
"['B', 'D', 'H', 'I', 'K', 'O', 'Q']"
"['E', 'G', 'I', 'J', 'K', 'P', 'Q']"
"['B', 'D', 'E', 'F', 'H', 'J', 'L']"
"['A', 'B', 'C', 'G', 'H', 'N', 'P']"
"['B', 'C', 'F', 'H', 'M', 'O', 'P']"
"['A', 'C', 'G', 'I', 'L', 'O', 'Q']"
"['A', 'H', 'I', 'J', 'K', 'O', 'P']"
"['C', 'D', 'F', 'J', 'K', 'L', 'O']"
"['B', 'C', 'D', 'J', 'L', 'N', 'P']"
"['A', 'E', 'G', 'H', 'J', 'O', 'P']"
"['E', 'F', 'G', 'L', 'M', 'N', 'O']"
"['D', 'E', 'F', 'I', 'N', 'O', 'Q']"
"['C', 'E', 'H', 'I', 'J', 'K', 'N']"
"['A', 'E', 'H', 'J', 'L', 'M', 'P']"
"['A', 'B', 'G', 'I', 'J', 'L', 'N']"
"['A', 'B', 'H', 'I', 'M', 'N', 'P']"
"['A', 'C', 'D', 'E', 'I', 'L', 'N']"
"['E', 'F', 'G', 'K', 'O', 'P', 'Q']"
"['D', 'F', 'G', 'H', 'I', 'J', 'N']"
"['A', 'B', 'E', 'H', 'J', 'P', 'Q']"
"['C', 'F', 'G', 'H', 'I', 'J', 'K']"
"['B', 'F', 'G', 'H', 'I', 'K', 'M']"
"['A', 'D', 'H', 'I', 'J', 'K', 'Q']"
"['A', 'F', 'G', 'I', 'L', 'M', 'N']"
"['D', 'E', 'G', 'J', 'K', 'N', 'O']"
"['A', 'B', 'C', 'F', 'G', 'J', 'K']"
"['A', 'D', 'E', 'H', 'J', 'K', 'Q']"
"['C', 'D', 'E', 'H', 'I', 'L', 'P']"
"['B', 'F', 'G', 'L', 'M', 'N', 'P']"
"['C', 'F', 'I', 'J', 'K', 'N', 'P']"
"['D', 'G', 'I', 'J', 'N', 'O', 'Q']"
"['A', 'C', 'D', 'L', 'M', 'N', 'Q']"
"['B', 'C', 'D', 'F', 'G', 'M', 'N']"
"['C', 'D', 'H', 'I', 'L', 'O', 'Q']"
"['D', 'E', 'F', 'I', 'K', 'L', 'O']"
"['A', 'E', 'I', 'J', 'M', 'P', 'Q']"
"['B', 'C', 'I', 'J', 'K', 'P', 'Q']"
"['B', 'E', 'G', 'H', 'K', 'N', 'O']"
"['A', 'B', 'D', 'E', 'F', 'I', 'M']"
"['D', 'E', 'F', 'L', 'M', 'O', 'P']"
"['B', 'C', 'D', 'F', 'G', 'I', 'Q']"
"['D', 'E', 'H', 'I', 'K', 'M', 'N']"
"['D', 'G', 'H', 'K', 'L', 'M', 'P']"
"['A', 'C', 'H', 'K', 'M', 'N', 'Q']"
"['A', 'B', 'G', 'H', 'J', 'M', 'Q']"
"['A', 'B', 'C', 'J', 'K', 'M', 'O']"
"['B', 'D', 'H', 'J', 'L', 'N', 'O']"
"['A', 'C', 'E', 'F', 'H', 'K', 'N']"
"['B', 'F', 'H', 'M', 'N', 'O', 'P']"
"['A', 'D', 'F', 'J', 'L', 'M', 'Q']"
"['D', 'F', 'G', 'I', 'M', 'N', 'Q']"
"['A', 'E', 'G', 'I', 'M', 'N', 'O']"
"['B', 'F', 'H', 'I', 'M', 'N', 'O']"
"['A', 'C', 'M', 'N', 'O', 'P', 'Q']"
"['A', 'F', 'G', 'I', 'K', 'M', 'P']"
"['A', 'C', 'E', 'F', 'G', 'I', 'N']"
"['B', 'C', 'F', 'M', 'N', 'O', 'Q']"
"['G', 'H', 'K', 'L', 'M', 'N', 'P']"
"['A', 'D', 'E', 'I', 'K', 'M', 'Q']"
"['A', 'B', 'C', 'E', 'H', 'I', 'P']"
"['A', 'C', 'D', 'K', 'L', 'M', 'Q']"
"['A', 'B', 'C', 'F', 'H', 'J', 'K']"
"['C', 'E', 'F', 'G', 'J', 'K', 'N']"
"['A', 'G', 'I', 'K', 'L', 'N', 'O']"
"['A', 'F', 'G', 'I', 'J', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'I', 'J', 'L']"
"['A', 'B', 'E', 'J', 'K', 'L', 'Q']"
"['C', 'D', 'E', 'H', 'M', 'O', 'P']"
"['A', 'I', 'J', 'M', 'N', 'O', 'P']"
"['C', 'F', 'G', 'I', 'J', 'P', 'Q']"
"['A', 'D', 'E', 'F', 'M', 'O', 'Q']"
"['A', 'C', 'F', 'H', 'I', 'O', 'P']"
"['B', 'C', 'F', 'K', 'M', 'N', 'Q']"
"['A', 'C', 'E', 'F', 'G', 'K', 'P']"
"['F', 'G', 'I', 'J', 'M', 'O', 'Q']"
"['A', 'C', 'D', 'H', 'I', 'L', 'M']"
"['D', 'F', 'H', 'J', 'O', 'P', 'Q']"
"['B', 'D', 'H', 'L', 'N', 'P', 'Q']"
"['C', 'F', 'G', 'K', 'M', 'O', 'P']"
"['B', 'G', 'J', 'K', 'M', 'N', 'P']"
"['A', 'B', 'E', 'H', 'I', 'K', 'O']"
"['D', 'F', 'I', 'L', 'M', 'N', 'O']"
"['A', 'D', 'E', 'K', 'L', 'O', 'P']"
"['C', 'E', 'H', 'J', 'O', 'P', 'Q']"
"['A', 'B', 'F', 'G', 'M', 'O', 'P']"
"['A', 'B', 'F', 'G', 'H', 'M', 'Q']"
"['A', 'C', 'E', 'G', 'I', 'M', 'N']"
"['A', 'B', 'C', 'G', 'I', 'J', 'N']"
"['A', 'B', 'D', 'E', 'G', 'L', 'N']"
"['A', 'D', 'F', 'G', 'H', 'J', 'Q']"
"['A', 'B', 'E', 'H', 'I', 'O', 'Q']"
"['A', 'D', 'F', 'G', 'H', 'M', 'Q']"
"['C', 'G', 'I', 'J', 'M', 'N', 'Q']"
"['E', 'G', 'I', 'K', 'M', 'N', 'P']"
"['A', 'B', 'D', 'F', 'G', 'H', 'K']"
"['A', 'D', 'K', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'H', 'I', 'K', 'L', 'O']"
"['A', 'B', 'C', 'E', 'K', 'L', 'P']"
"['B', 'F', 'I', 'J', 'K', 'N', 'Q']"
"['D', 'H', 'I', 'J', 'K', 'M', 'N']"
"['B', 'C', 'D', 'H', 'K', 'M', 'O']"
"['A', 'B', 'F', 'H', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'H', 'J', 'K', 'N']"
"['F', 'G', 'H', 'N', 'O', 'P', 'Q']"
"['B', 'C', 'G', 'N', 'O', 'P', 'Q']"
"['A', 'B', 'D', 'F', 'H', 'K', 'P']"
"['C', 'E', 'H', 'L', 'N', 'O', 'P']"
"['C', 'D', 'H', 'I', 'K', 'N', 'Q']"
"['B', 'F', 'G', 'H', 'I', 'M', 'N']"
"['A', 'B', 'G', 'I', 'L', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'G', 'I', 'J']"
"['C', 'F', 'G', 'H', 'J', 'N', 'Q']"
"['B', 'C', 'E', 'H', 'K', 'N', 'O']"
"['C', 'E', 'J', 'M', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'H', 'J', 'M', 'Q']"
"['A', 'B', 'C', 'D', 'K', 'N', 'Q']"
"['C', 'D', 'E', 'F', 'H', 'O', 'Q']"
"['B', 'C', 'D', 'J', 'K', 'M', 'P']"
"['A', 'B', 'C', 'G', 'L', 'M', 'O']"
"['B', 'D', 'F', 'H', 'M', 'P', 'Q']"
"['C', 'D', 'E', 'H', 'I', 'P', 'Q']"
"['B', 'C', 'F', 'H', 'M', 'N', 'Q']"
"['A', 'C', 'E', 'I', 'J', 'N', 'O']"
"['A', 'B', 'C', 'E', 'I', 'K', 'O']"
"['E', 'F', 'I', 'K', 'L', 'M', 'N']"
"['A', 'B', 'E', 'H', 'K', 'L', 'P']"
"['C', 'D', 'E', 'F', 'K', 'M', 'P']"
"['E', 'F', 'H', 'J', 'K', 'M', 'P']"
"['B', 'C', 'D', 'I', 'O', 'P', 'Q']"
"['C', 'G', 'J', 'L', 'O', 'P', 'Q']"
"['C', 'D', 'H', 'I', 'J', 'K', 'O']"
"['A', 'F', 'I', 'L', 'M', 'O', 'P']"
"['B', 'E', 'F', 'J', 'O', 'P', 'Q']"
"['F', 'I', 'J', 'K', 'L', 'M', 'O']"
"['C', 'D', 'F', 'L', 'M', 'N', 'Q']"
"['G', 'H', 'J', 'L', 'O', 'P', 'Q']"
"['A', 'B', 'J', 'N', 'O', 'P', 'Q']"
"['B', 'C', 'D', 'E', 'F', 'K', 'O']"
"['C', 'D', 'F', 'I', 'J', 'K', 'N']"
"['A', 'B', 'C', 'I', 'J', 'K', 'L']"
"['A', 'C', 'D', 'F', 'I', 'O', 'P']"
"['B', 'F', 'G', 'H', 'J', 'L', 'Q']"
"['A', 'J', 'L', 'M', 'O', 'P', 'Q']"
"['C', 'H', 'I', 'J', 'K', 'L', 'N']"
"['C', 'D', 'E', 'G', 'J', 'N', 'O']"
"['C', 'E', 'F', 'G', 'I', 'J', 'M']"
"['A', 'C', 'D', 'M', 'N', 'P', 'Q']"
"['B', 'E', 'H', 'M', 'O', 'P', 'Q']"
"['C', 'E', 'G', 'H', 'J', 'K', 'Q']"
"['F', 'H', 'J', 'K', 'N', 'P', 'Q']"
"['E', 'G', 'J', 'M', 'N', 'O', 'Q']"
"['A', 'B', 'D', 'F', 'N', 'O', 'P']"
"['D', 'E', 'J', 'K', 'M', 'O', 'Q']"
"['B', 'C', 'D', 'E', 'H', 'J', 'K']"
"['B', 'E', 'F', 'I', 'K', 'M', 'P']"
"['C', 'D', 'G', 'I', 'K', 'O', 'P']"
"['C', 'E', 'G', 'J', 'M', 'N', 'O']"
"['B', 'D', 'F', 'H', 'J', 'L', 'Q']"
"['C', 'F', 'J', 'L', 'M', 'P', 'Q']"
"['C', 'F', 'H', 'J', 'L', 'O', 'P']"
"['A', 'F', 'I', 'J', 'L', 'O', 'Q']"
"['A', 'B', 'I', 'J', 'L', 'P', 'Q']"
"['A', 'B', 'D', 'F', 'G', 'L', 'Q']"
"['B', 'D', 'H', 'K', 'L', 'M', 'Q']"
"['E', 'F', 'H', 'K', 'L', 'P', 'Q']"
"['A', 'D', 'E', 'F', 'H', 'N', 'O']"
"['E', 'F', 'I', 'J', 'L', 'M', 'N']"
"['D', 'E', 'J', 'K', 'L', 'O', 'Q']"
"['D', 'H', 'K', 'L', 'M', 'N', 'Q']"
"['A', 'F', 'L', 'M', 'N', 'P', 'Q']"
"['A', 'B', 'C', 'D', 'F', 'K', 'L']"
"['A', 'B', 'C', 'F', 'H', 'I', 'L']"
"['C', 'G', 'H', 'K', 'L', 'O', 'Q']"
"['C', 'E', 'I', 'K', 'N', 'O', 'Q']"
"['D', 'G', 'K', 'M', 'N', 'P', 'Q']"
"['A', 'C', 'D', 'G', 'J', 'L', 'O']"
"['F', 'G', 'H', 'I', 'J', 'K', 'M']"
"['B', 'I', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'K', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'D', 'G', 'K', 'L', 'O', 'Q']"
"['A', 'C', 'H', 'K', 'M', 'N', 'O']"
"['B', 'C', 'G', 'H', 'M', 'O', 'Q']"
"['C', 'D', 'H', 'L', 'N', 'P', 'Q']"
"['A', 'B', 'G', 'H', 'I', 'M', 'P']"
"['E', 'F', 'I', 'K', 'L', 'M', 'P']"
"['A', 'C', 'F', 'I', 'N', 'P', 'Q']"
"['B', 'D', 'I', 'N', 'O', 'P', 'Q']"
"['A', 'B', 'G', 'H', 'K', 'M', 'N']"
"['C', 'D', 'F', 'I', 'K', 'M', 'O']"
"['C', 'D', 'F', 'J', 'K', 'O', 'Q']"
"['C', 'F', 'G', 'I', 'L', 'M', 'O']"
"['A', 'C', 'D', 'E', 'F', 'G', 'O']"
"['B', 'D', 'E', 'J', 'L', 'O', 'P']"
"['B', 'C', 'D', 'F', 'K', 'L', 'M']"
"['F', 'G', 'H', 'I', 'M', 'O', 'Q']"
"['A', 'D', 'E', 'F', 'G', 'K', 'Q']"
"['B', 'I', 'J', 'K', 'M', 'N', 'P']"
"['C', 'E', 'G', 'J', 'L', 'N', 'P']"
"['C', 'J', 'K', 'L', 'M', 'N', 'P']"
"['A', 'C', 'D', 'E', 'I', 'K', 'P']"
"['A', 'B', 'K', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'E', 'G', 'J', 'O', 'P']"
"['A', 'D', 'K', 'L', 'M', 'P', 'Q']"
"['B', 'C', 'E', 'G', 'K', 'M', 'P']"
"['A', 'D', 'G', 'H', 'K', 'N', 'O']"
"['C', 'E', 'F', 'G', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'F', 'H', 'J', 'L']"
"['A', 'D', 'J', 'K', 'L', 'P', 'Q']"
"['A', 'B', 'G', 'I', 'J', 'K', 'O']"
"['B', 'C', 'F', 'I', 'L', 'M', 'P']"
"['A', 'B', 'D', 'J', 'K', 'P', 'Q']"
"['A', 'C', 'H', 'J', 'K', 'M', 'Q']"
"['D', 'E', 'F', 'I', 'J', 'P', 'Q']"
"['E', 'F', 'G', 'I', 'J', 'M', 'P']"
"['C', 'F', 'G', 'L', 'M', 'N', 'Q']"
"['D', 'G', 'K', 'L', 'M', 'N', 'Q']"
"['B', 'E', 'F', 'H', 'K', 'L', 'M']"
"['B', 'D', 'F', 'G', 'J', 'M', 'N']"
"['A', 'C', 'E', 'H', 'J', 'M', 'O']"
"['B', 'C', 'E', 'F', 'G', 'H', 'N']"
"['D', 'E', 'H', 'I', 'L', 'M', 'O']"
"['B', 'E', 'F', 'G', 'H', 'J', 'M']"
"['E', 'F', 'J', 'K', 'L', 'N', 'Q']"
"['A', 'C', 'H', 'J', 'K', 'N', 'P']"
"['B', 'C', 'F', 'G', 'H', 'O', 'P']"
"['B', 'D', 'E', 'F', 'H', 'K', 'L']"
"['B', 'C', 'E', 'F', 'L', 'M', 'N']"
"['C', 'H', 'I', 'J', 'L', 'N', 'P']"
"['A', 'B', 'C', 'D', 'G', 'M', 'N']"
"['B', 'C', 'D', 'G', 'H', 'O', 'P']"
"['A', 'C', 'E', 'K', 'N', 'O', 'Q']"
"['E', 'H', 'I', 'K', 'N', 'P', 'Q']"
"['A', 'C', 'F', 'G', 'K', 'L', 'Q']"
"['B', 'H', 'I', 'L', 'M', 'O', 'P']"
"['A', 'D', 'E', 'F', 'G', 'I', 'Q']"
"['C', 'F', 'G', 'H', 'J', 'M', 'P']"
"['B', 'C', 'E', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'D', 'G', 'H', 'K', 'O']"
"['A', 'B', 'E', 'G', 'L', 'N', 'Q']"
"['D', 'H', 'I', 'K', 'M', 'O', 'Q']"
"['A', 'D', 'H', 'J', 'K', 'L', 'N']"
"['C', 'E', 'H', 'I', 'L', 'O', 'Q']"
"['D', 'F', 'J', 'K', 'N', 'P', 'Q']"
"['C', 'D', 'E', 'H', 'J', 'O', 'P']"
"['D', 'E', 'F', 'G', 'L', 'N', 'P']"
"['A', 'F', 'H', 'J', 'K', 'M', 'P']"
"['B', 'C', 'D', 'G', 'K', 'M', 'Q']"
"['B', 'F', 'H', 'I', 'J', 'M', 'N']"
"['B', 'C', 'D', 'E', 'I', 'J', 'K']"
"['B', 'I', 'K', 'L', 'O', 'P', 'Q']"
"['D', 'G', 'K', 'L', 'M', 'N', 'O']"
"['B', 'D', 'F', 'K', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'I', 'J', 'O']"
"['A', 'B', 'D', 'H', 'I', 'M', 'P']"
"['A', 'C', 'D', 'E', 'M', 'N', 'O']"
"['A', 'G', 'K', 'L', 'O', 'P', 'Q']"
"['B', 'H', 'I', 'J', 'K', 'L', 'P']"
"['B', 'F', 'H', 'K', 'O', 'P', 'Q']"
"['A', 'D', 'G', 'I', 'J', 'O', 'Q']"
"['B', 'E', 'J', 'K', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'F', 'G', 'L', 'O']"
"['B', 'F', 'J', 'L', 'M', 'P', 'Q']"
"['E', 'F', 'I', 'J', 'K', 'N', 'O']"
"['A', 'D', 'E', 'H', 'K', 'P', 'Q']"
"['B', 'C', 'E', 'G', 'K', 'L', 'O']"
"['G', 'H', 'I', 'J', 'N', 'P', 'Q']"
"['B', 'C', 'F', 'H', 'L', 'M', 'O']"
"['A', 'B', 'G', 'H', 'K', 'N', 'O']"
"['B', 'C', 'E', 'F', 'H', 'J', 'M']"
"['A', 'C', 'D', 'F', 'G', 'K', 'M']"
"['A', 'C', 'F', 'I', 'L', 'N', 'P']"
"['A', 'E', 'I', 'L', 'M', 'P', 'Q']"
"['A', 'I', 'K', 'L', 'M', 'P', 'Q']"
"['A', 'F', 'G', 'K', 'L', 'O', 'Q']"
"['F', 'G', 'H', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'G', 'I', 'O']"
"['B', 'D', 'E', 'G', 'H', 'J', 'N']"
"['A', 'B', 'D', 'F', 'G', 'O', 'P']"
"['B', 'D', 'F', 'L', 'N', 'O', 'Q']"
"['B', 'E', 'F', 'I', 'J', 'K', 'P']"
"['D', 'E', 'G', 'H', 'M', 'N', 'O']"
"['A', 'C', 'F', 'J', 'L', 'N', 'O']"
"['D', 'E', 'F', 'G', 'L', 'M', 'Q']"
"['C', 'F', 'H', 'J', 'M', 'N', 'P']"
"['A', 'D', 'F', 'L', 'M', 'N', 'Q']"
"['C', 'D', 'F', 'J', 'M', 'P', 'Q']"
"['B', 'C', 'D', 'G', 'I', 'P', 'Q']"
"['B', 'C', 'F', 'J', 'L', 'M', 'Q']"
"['A', 'C', 'E', 'K', 'L', 'O', 'P']"
"['E', 'H', 'K', 'L', 'M', 'N', 'Q']"
"['E', 'H', 'I', 'J', 'K', 'M', 'Q']"
"['A', 'D', 'I', 'J', 'N', 'O', 'P']"
"['D', 'K', 'M', 'N', 'O', 'P', 'Q']"
"['C', 'D', 'H', 'I', 'L', 'O', 'P']"
"['D', 'E', 'F', 'G', 'I', 'N', 'Q']"
"['B', 'F', 'I', 'J', 'L', 'M', 'P']"
"['A', 'B', 'E', 'H', 'J', 'L', 'Q']"
"['B', 'D', 'E', 'G', 'J', 'O', 'Q']"
"['B', 'D', 'E', 'G', 'I', 'J', 'Q']"
"['A', 'B', 'H', 'I', 'J', 'N', 'O']"
"['B', 'C', 'D', 'F', 'I', 'K', 'P']"
"['A', 'C', 'D', 'G', 'H', 'L', 'N']"
"['A', 'C', 'J', 'K', 'L', 'M', 'N']"
"['A', 'B', 'F', 'G', 'M', 'N', 'P']"
"['A', 'D', 'G', 'J', 'M', 'N', 'O']"
"['A', 'B', 'I', 'J', 'K', 'M', 'P']"
"['C', 'E', 'F', 'I', 'K', 'M', 'P']"
"['A', 'E', 'F', 'G', 'K', 'L', 'M']"
"['D', 'E', 'F', 'G', 'J', 'L', 'M']"
"['A', 'D', 'F', 'H', 'J', 'N', 'P']"
"['A', 'D', 'F', 'H', 'J', 'L', 'P']"
"['A', 'D', 'E', 'F', 'G', 'J', 'K']"
"['A', 'B', 'D', 'I', 'K', 'N', 'O']"
"['B', 'C', 'D', 'H', 'J', 'L', 'N']"
"['A', 'B', 'D', 'E', 'M', 'O', 'P']"
"['A', 'B', 'E', 'H', 'J', 'M', 'P']"
"['D', 'F', 'J', 'K', 'L', 'O', 'P']"
"['A', 'D', 'E', 'F', 'L', 'N', 'O']"
"['C', 'D', 'G', 'H', 'L', 'N', 'P']"
"['A', 'F', 'I', 'K', 'L', 'M', 'O']"
"['B', 'G', 'H', 'I', 'J', 'K', 'Q']"
"['C', 'D', 'E', 'G', 'J', 'L', 'N']"
"['B', 'D', 'G', 'H', 'I', 'K', 'Q']"
"['B', 'D', 'H', 'I', 'K', 'L', 'Q']"
"['B', 'C', 'G', 'H', 'N', 'P', 'Q']"
"['B', 'E', 'F', 'M', 'O', 'P', 'Q']"
"['D', 'E', 'F', 'G', 'J', 'K', 'Q']"
"['B', 'D', 'E', 'K', 'L', 'M', 'O']"
"['A', 'B', 'C', 'D', 'H', 'L', 'O']"
"['A', 'C', 'D', 'H', 'J', 'M', 'Q']"
"['E', 'F', 'G', 'H', 'M', 'N', 'Q']"
"['B', 'F', 'J', 'L', 'O', 'P', 'Q']"
"['C', 'E', 'F', 'G', 'J', 'L', 'O']"
"['A', 'B', 'D', 'F', 'H', 'N', 'Q']"
"['C', 'E', 'F', 'K', 'L', 'M', 'O']"
"['B', 'C', 'G', 'J', 'L', 'O', 'Q']"
"['C', 'E', 'F', 'G', 'H', 'J', 'Q']"
"['A', 'B', 'E', 'K', 'L', 'P', 'Q']"
"['C', 'E', 'F', 'I', 'O', 'P', 'Q']"
"['B', 'E', 'H', 'I', 'J', 'M', 'N']"
"['C', 'D', 'G', 'J', 'L', 'M', 'O']"
"['F', 'G', 'I', 'J', 'N', 'O', 'Q']"
"['E', 'F', 'G', 'I', 'L', 'P', 'Q']"
"['B', 'D', 'G', 'I', 'L', 'P', 'Q']"
"['A', 'B', 'D', 'H', 'I', 'P', 'Q']"
"['B', 'C', 'E', 'K', 'L', 'N', 'O']"
"['A', 'F', 'G', 'I', 'L', 'O', 'Q']"
"['H', 'I', 'J', 'K', 'M', 'N', 'Q']"
"['D', 'E', 'G', 'I', 'J', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'I', 'L', 'Q']"
"['C', 'E', 'F', 'G', 'H', 'N', 'O']"
"['D', 'E', 'F', 'K', 'L', 'M', 'O']"
"['A', 'C', 'D', 'F', 'J', 'L', 'N']"
"['A', 'C', 'E', 'K', 'N', 'O', 'P']"
"['D', 'E', 'F', 'G', 'K', 'O', 'P']"
"['A', 'C', 'E', 'H', 'J', 'K', 'L']"
"['E', 'H', 'I', 'J', 'N', 'O', 'P']"
"['A', 'D', 'G', 'H', 'I', 'N', 'O']"
"['B', 'H', 'I', 'L', 'M', 'N', 'P']"
"['C', 'E', 'H', 'J', 'M', 'N', 'O']"
"['A', 'C', 'I', 'L', 'N', 'O', 'P']"
"['A', 'B', 'F', 'I', 'N', 'P', 'Q']"
"['B', 'F', 'G', 'J', 'K', 'L', 'M']"
"['A', 'B', 'C', 'D', 'N', 'O', 'Q']"
"['B', 'F', 'G', 'J', 'M', 'N', 'O']"
"['C', 'F', 'I', 'L', 'M', 'O', 'Q']"
"['D', 'E', 'F', 'G', 'J', 'P', 'Q']"
"['E', 'G', 'H', 'I', 'J', 'O', 'P']"
"['C', 'E', 'G', 'J', 'K', 'P', 'Q']"
"['A', 'B', 'E', 'I', 'L', 'N', 'Q']"
"['E', 'F', 'H', 'L', 'N', 'P', 'Q']"
"['C', 'D', 'G', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'I', 'K', 'L', 'N', 'Q']"
"['A', 'B', 'C', 'F', 'G', 'L', 'M']"
"['A', 'B', 'C', 'E', 'F', 'J', 'L']"
"['C', 'F', 'G', 'H', 'L', 'N', 'P']"
"['B', 'E', 'H', 'I', 'L', 'N', 'O']"
"['A', 'C', 'H', 'I', 'O', 'P', 'Q']"
"['E', 'F', 'H', 'K', 'M', 'N', 'O']"
"['A', 'B', 'C', 'D', 'E', 'I', 'L']"
"['A', 'B', 'C', 'G', 'H', 'J', 'O']"
"['B', 'F', 'H', 'L', 'N', 'P', 'Q']"
"['A', 'D', 'I', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'H', 'I', 'M', 'N']"
"['B', 'C', 'D', 'F', 'H', 'J', 'Q']"
"['C', 'D', 'E', 'F', 'H', 'I', 'J']"
"['A', 'C', 'D', 'E', 'F', 'P', 'Q']"
"['B', 'C', 'F', 'H', 'N', 'O', 'P']"
"['C', 'E', 'G', 'K', 'L', 'N', 'P']"
"['A', 'C', 'E', 'F', 'L', 'N', 'Q']"
"['B', 'C', 'K', 'L', 'N', 'O', 'Q']"
"['A', 'E', 'J', 'K', 'L', 'M', 'Q']"
"['A', 'C', 'D', 'G', 'H', 'I', 'L']"
"['E', 'F', 'K', 'L', 'O', 'P', 'Q']"
"['B', 'E', 'H', 'N', 'O', 'P', 'Q']"
"['B', 'C', 'F', 'H', 'J', 'M', 'P']"
"['C', 'D', 'J', 'K', 'M', 'N', 'Q']"
"['A', 'C', 'G', 'I', 'J', 'M', 'O']"
"['A', 'B', 'E', 'K', 'L', 'M', 'N']"
"['C', 'D', 'G', 'J', 'L', 'P', 'Q']"
"['B', 'C', 'E', 'J', 'M', 'N', 'O']"
"['B', 'F', 'G', 'H', 'I', 'K', 'Q']"
"['G', 'I', 'J', 'K', 'L', 'N', 'P']"
"['E', 'G', 'K', 'M', 'N', 'O', 'Q']"
"['C', 'E', 'F', 'H', 'O', 'P', 'Q']"
"['A', 'D', 'F', 'G', 'I', 'P', 'Q']"
"['A', 'G', 'H', 'M', 'N', 'O', 'Q']"
"['C', 'E', 'G', 'H', 'I', 'M', 'P']"
"['B', 'C', 'F', 'G', 'H', 'J', 'M']"
"['A', 'E', 'G', 'H', 'N', 'O', 'Q']"
"['E', 'I', 'K', 'M', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'F', 'J', 'P']"
"['C', 'F', 'H', 'I', 'K', 'O', 'Q']"
"['A', 'D', 'G', 'K', 'M', 'O', 'Q']"
"['B', 'F', 'H', 'I', 'J', 'K', 'O']"
"['B', 'E', 'I', 'K', 'N', 'O', 'Q']"
"['B', 'C', 'F', 'G', 'N', 'O', 'P']"
"['B', 'D', 'J', 'K', 'L', 'N', 'O']"
"['B', 'C', 'D', 'H', 'I', 'L', 'O']"
"['A', 'C', 'G', 'H', 'L', 'N', 'Q']"
"['B', 'G', 'H', 'J', 'L', 'M', 'N']"
"['A', 'C', 'G', 'J', 'K', 'L', 'Q']"
"['E', 'H', 'J', 'L', 'M', 'N', 'P']"
"['B', 'G', 'J', 'K', 'M', 'N', 'Q']"
"['A', 'C', 'F', 'G', 'L', 'M', 'N']"
"['E', 'G', 'H', 'I', 'K', 'N', 'P']"
