items
"['B', 'D', 'F', 'I', 'K', 'N']"
"['G', 'K', 'N', 'O', 'P', 'Q']"
"['F', 'K', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'H', 'I', 'L', 'P']"
"['A', 'B', 'D', 'H', 'I', 'J']"
"['B', 'F', 'J', 'M', 'O', 'P']"
"['E', 'G', 'N', 'O', 'P', 'Q']"
"['F', 'G', 'K', 'L', 'N', 'Q']"
"['A', 'C', 'D', 'M', 'O', 'P']"
"['E', 'G', 'J', 'M', 'N', 'O']"
"['D', 'E', 'I', 'J', 'K', 'Q']"
"['D', 'G', 'J', 'N', 'O', 'P']"
"['A', 'C', 'K', 'L', 'O', 'Q']"
"['A', 'C', 'F', 'I', 'L', 'O']"
"['D', 'G', 'H', 'I', 'L', 'M']"
"['C', 'E', 'H', 'M', 'O', 'P']"
"['A', 'E', 'G', 'H', 'I', 'J']"
"['F', 'J', 'L', 'M', 'O', 'Q']"
"['B', 'C', 'I', 'J', 'O', 'Q']"
"['H', 'K', 'L', 'M', 'N', 'Q']"
"['D', 'H', 'J', 'N', 'O', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'P']"
"['C', 'E', 'J', 'M', 'P', 'Q']"
"['B', 'E', 'F', 'G', 'L', 'O']"
"['C', 'E', 'F', 'G', 'N', 'Q']"
"['D', 'E', 'I', 'J', 'M', 'N']"
"['C', 'F', 'J', 'N', 'O', 'P']"
"['D', 'E', 'H', 'J', 'L', 'M']"
"['B', 'C', 'E', 'K', 'L', 'Q']"
"['A', 'H', 'I', 'K', 'L', 'M']"
"['A', 'C', 'F', 'N', 'O', 'P']"
"['F', 'I', 'K', 'N', 'P', 'Q']"
"['A', 'D', 'J', 'K', 'L', 'M']"
"['B', 'C', 'D', 'E', 'M', 'N']"
"['J', 'K', 'M', 'N', 'O', 'P']"
"['A', 'B', 'E', 'G', 'J', 'M']"
"['A', 'D', 'H', 'J', 'K', 'L']"
"['B', 'D', 'F', 'H', 'J', 'K']"
"['A', 'D', 'E', 'F', 'I', 'Q']"
"['D', 'E', 'F', 'I', 'L', 'N']"
"['C', 'D', 'E', 'J', 'K', 'L']"
"['D', 'E', 'H', 'I', 'L', 'Q']"
"['A', 'B', 'E', 'F', 'I', 'P']"
"['B', 'D', 'J', 'L', 'N', 'Q']"
"['A', 'F', 'I', 'J', 'M', 'O']"
"['B', 'C', 'F', 'K', 'N', 'P']"
"['B', 'C', 'K', 'N', 'O', 'P']"
"['D', 'F', 'H', 'M', 'N', 'P']"
"['C', 'E', 'F', 'H', 'J', 'M']"
"['A', 'J', 'L', 'M', 'N', 'Q']"
"['A', 'B', 'C', 'J', 'L', 'N']"
"['B', 'C', 'E', 'I', 'M', 'O']"
"['F', 'K', 'L', 'N', 'O', 'P']"
"['B', 'F', 'H', 'J', 'M', 'Q']"
"['F', 'J', 'K', 'M', 'N', 'Q']"
"['C', 'G', 'I', 'K', 'L', 'O']"
"['C', 'E', 'H', 'J', 'L', 'Q']"
"['C', 'G', 'I', 'M', 'O', 'P']"
"['A', 'B', 'D', 'F', 'H', 'K']"
"['D', 'J', 'K', 'M', 'P', 'Q']"
"['A', 'H', 'J', 'K', 'N', 'P']"
"['C', 'G', 'H', 'I', 'K', 'Q']"
"['F', 'G', 'H', 'J', 'K', 'P']"
"['A', 'D', 'E', 'F', 'J', 'O']"
"['A', 'B', 'F', 'J', 'N', 'Q']"
"['D', 'E', 'G', 'O', 'P', 'Q']"
"['A', 'C', 'E', 'F', 'G', 'P']"
"['B', 'D', 'F', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'H', 'Q']"
"['A', 'F', 'H', 'I', 'L', 'Q']"
"['B', 'E', 'K', 'L', 'M', 'P']"
"['C', 'E', 'F', 'L', 'N', 'P']"
"['A', 'C', 'J', 'L', 'O', 'Q']"
"['C', 'D', 'E', 'I', 'M', 'P']"
"['C', 'E', 'F', 'J', 'L', 'Q']"
"['D', 'E', 'K', 'M', 'N', 'P']"
"['D', 'G', 'I', 'L', 'N', 'P']"
"['B', 'D', 'F', 'I', 'M', 'N']"
"['A', 'C', 'D', 'N', 'P', 'Q']"
"['B', 'F', 'G', 'K', 'M', 'N']"
"['A', 'C', 'G', 'K', 'M', 'P']"
"['E', 'H', 'I', 'J', 'M', 'O']"
"['A', 'B', 'K', 'M', 'O', 'P']"
"['B', 'D', 'I', 'K', 'L', 'N']"
"['A', 'E', 'H', 'J', 'M', 'P']"
"['A', 'C', 'D', 'H', 'M', 'O']"
"['A', 'D', 'F', 'H', 'K', 'O']"
"['B', 'C', 'F', 'I', 'J', 'O']"
"['A', 'C', 'J', 'L', 'M', 'O']"
"['D', 'E', 'F', 'K', 'L', 'O']"
"['B', 'F', 'I', 'O', 'P', 'Q']"
"['E', 'G', 'J', 'L', 'N', 'P']"
"['C', 'E', 'G', 'J', 'N', 'P']"
"['C', 'F', 'H', 'K', 'M', 'O']"
"['D', 'F', 'G', 'J', 'L', 'P']"
"['A', 'D', 'E', 'H', 'J', 'L']"
"['C', 'H', 'N', 'O', 'P', 'Q']"
"['F', 'K', 'M', 'O', 'P', 'Q']"
"['B', 'D', 'F', 'H', 'L', 'N']"
"['C', 'E', 'J', 'L', 'N', 'O']"
"['D', 'F', 'I', 'L', 'M', 'O']"
"['C', 'G', 'H', 'I', 'J', 'M']"
"['A', 'C', 'H', 'J', 'N', 'P']"
"['B', 'J', 'K', 'L', 'O', 'P']"
"['B', 'C', 'G', 'J', 'L', 'P']"
"['D', 'H', 'I', 'O', 'P', 'Q']"
"['C', 'J', 'L', 'N', 'P', 'Q']"
"['D', 'G', 'H', 'K', 'L', 'O']"
"['A', 'C', 'D', 'H', 'I', 'J']"
"['B', 'D', 'F', 'I', 'J', 'K']"
"['A', 'C', 'F', 'H', 'J', 'M']"
"['C', 'D', 'G', 'H', 'I', 'J']"
"['A', 'C', 'D', 'F', 'L', 'Q']"
"['A', 'G', 'J', 'L', 'O', 'Q']"
"['A', 'B', 'G', 'O', 'P', 'Q']"
"['B', 'G', 'I', 'L', 'N', 'Q']"
"['B', 'D', 'F', 'G', 'M', 'N']"
"['B', 'H', 'I', 'K', 'O', 'Q']"
"['A', 'B', 'C', 'L', 'O', 'P']"
"['A', 'D', 'E', 'F', 'L', 'P']"
"['A', 'F', 'H', 'I', 'P', 'Q']"
"['A', 'E', 'K', 'L', 'N', 'Q']"
"['H', 'I', 'L', 'M', 'N', 'O']"
"['C', 'E', 'K', 'L', 'N', 'Q']"
"['B', 'E', 'J', 'L', 'O', 'Q']"
"['A', 'C', 'E', 'F', 'I', 'J']"
"['C', 'D', 'F', 'K', 'O', 'P']"
"['E', 'G', 'M', 'N', 'O', 'P']"
"['A', 'F', 'G', 'K', 'M', 'Q']"
"['C', 'E', 'F', 'H', 'I', 'P']"
"['D', 'E', 'H', 'L', 'N', 'O']"
"['D', 'E', 'I', 'L', 'M', 'O']"
"['E', 'F', 'G', 'I', 'J', 'O']"
"['A', 'C', 'D', 'H', 'I', 'Q']"
"['A', 'D', 'E', 'G', 'M', 'P']"
"['A', 'G', 'H', 'I', 'L', 'O']"
"['D', 'H', 'I', 'J', 'L', 'O']"
"['A', 'F', 'J', 'M', 'N', 'P']"
"['A', 'C', 'E', 'G', 'O', 'P']"
"['E', 'H', 'J', 'K', 'P', 'Q']"
"['D', 'G', 'H', 'I', 'M', 'N']"
"['D', 'H', 'J', 'M', 'O', 'Q']"
"['D', 'E', 'H', 'L', 'O', 'Q']"
"['B', 'C', 'F', 'G', 'L', 'M']"
"['B', 'C', 'D', 'F', 'K', 'L']"
"['C', 'D', 'E', 'F', 'G', 'H']"
"['B', 'G', 'I', 'J', 'O', 'Q']"
"['F', 'H', 'I', 'K', 'N', 'Q']"
"['B', 'D', 'G', 'J', 'K', 'Q']"
"['D', 'E', 'F', 'H', 'L', 'P']"
"['F', 'G', 'J', 'K', 'M', 'P']"
"['A', 'F', 'K', 'M', 'N', 'Q']"
"['B', 'F', 'G', 'L', 'M', 'Q']"
"['A', 'E', 'G', 'H', 'L', 'M']"
"['A', 'F', 'G', 'H', 'P', 'Q']"
"['A', 'D', 'I', 'J', 'L', 'N']"
"['A', 'C', 'E', 'I', 'L', 'M']"
"['A', 'D', 'I', 'N', 'O', 'Q']"
"['A', 'B', 'D', 'E', 'L', 'O']"
"['D', 'E', 'G', 'H', 'K', 'P']"
"['A', 'B', 'E', 'K', 'N', 'Q']"
"['B', 'C', 'I', 'J', 'L', 'Q']"
"['H', 'I', 'J', 'K', 'M', 'O']"
"['C', 'E', 'F', 'K', 'M', 'P']"
"['A', 'H', 'L', 'N', 'O', 'P']"
"['A', 'C', 'E', 'F', 'G', 'M']"
"['A', 'B', 'D', 'E', 'F', 'I']"
"['A', 'D', 'F', 'H', 'I', 'Q']"
"['A', 'B', 'C', 'I', 'P', 'Q']"
"['B', 'F', 'G', 'H', 'M', 'P']"
"['A', 'C', 'G', 'I', 'M', 'N']"
"['C', 'D', 'G', 'H', 'I', 'K']"
"['C', 'D', 'J', 'L', 'M', 'N']"
"['B', 'D', 'F', 'I', 'N', 'O']"
"['A', 'B', 'E', 'F', 'J', 'L']"
"['C', 'G', 'H', 'M', 'N', 'O']"
"['A', 'B', 'C', 'E', 'L', 'O']"
"['A', 'B', 'E', 'I', 'M', 'P']"
"['C', 'D', 'G', 'I', 'L', 'Q']"
"['A', 'D', 'H', 'I', 'J', 'Q']"
"['A', 'F', 'G', 'I', 'P', 'Q']"
"['H', 'I', 'K', 'L', 'M', 'P']"
"['A', 'H', 'I', 'L', 'M', 'P']"
"['C', 'E', 'I', 'L', 'N', 'O']"
"['A', 'C', 'H', 'I', 'L', 'N']"
"['C', 'G', 'H', 'L', 'M', 'N']"
"['A', 'B', 'G', 'M', 'N', 'Q']"
"['F', 'I', 'J', 'K', 'L', 'N']"
"['A', 'B', 'C', 'G', 'M', 'P']"
"['A', 'B', 'D', 'E', 'F', 'K']"
"['A', 'C', 'G', 'I', 'K', 'M']"
"['B', 'C', 'E', 'J', 'M', 'Q']"
"['E', 'F', 'H', 'J', 'L', 'M']"
"['B', 'I', 'K', 'L', 'M', 'O']"
"['D', 'E', 'F', 'G', 'K', 'N']"
"['C', 'F', 'G', 'J', 'L', 'Q']"
"['C', 'G', 'I', 'J', 'L', 'M']"
"['A', 'F', 'I', 'M', 'N', 'P']"
"['A', 'B', 'E', 'I', 'N', 'P']"
"['A', 'B', 'H', 'K', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'L', 'N']"
"['B', 'C', 'H', 'J', 'L', 'M']"
"['A', 'B', 'E', 'I', 'L', 'M']"
"['A', 'E', 'I', 'J', 'M', 'O']"
"['C', 'G', 'H', 'M', 'O', 'P']"
"['D', 'E', 'G', 'I', 'N', 'Q']"
"['C', 'D', 'E', 'J', 'O', 'P']"
"['A', 'G', 'J', 'K', 'N', 'Q']"
"['D', 'I', 'J', 'K', 'N', 'P']"
"['C', 'J', 'K', 'M', 'O', 'P']"
"['A', 'C', 'G', 'I', 'L', 'Q']"
"['B', 'F', 'G', 'I', 'J', 'Q']"
"['B', 'E', 'F', 'M', 'O', 'Q']"
"['B', 'E', 'G', 'K', 'M', 'N']"
"['D', 'G', 'I', 'M', 'N', 'Q']"
"['B', 'C', 'F', 'G', 'H', 'O']"
"['A', 'B', 'C', 'E', 'L', 'P']"
"['B', 'E', 'F', 'M', 'N', 'Q']"
"['A', 'B', 'D', 'G', 'H', 'P']"
"['A', 'G', 'I', 'J', 'N', 'O']"
"['A', 'E', 'J', 'M', 'O', 'Q']"
"['C', 'G', 'K', 'M', 'N', 'O']"
"['A', 'B', 'F', 'K', 'N', 'P']"
"['A', 'D', 'E', 'J', 'O', 'Q']"
"['B', 'E', 'G', 'I', 'M', 'O']"
"['A', 'B', 'D', 'E', 'I', 'P']"
"['F', 'G', 'I', 'J', 'K', 'N']"
"['B', 'E', 'H', 'I', 'L', 'O']"
"['A', 'E', 'H', 'I', 'N', 'P']"
"['G', 'H', 'M', 'N', 'O', 'P']"
"['A', 'F', 'J', 'L', 'M', 'Q']"
"['F', 'I', 'J', 'O', 'P', 'Q']"
"['D', 'G', 'J', 'O', 'P', 'Q']"
"['E', 'I', 'L', 'M', 'N', 'Q']"
"['D', 'E', 'F', 'I', 'L', 'M']"
"['A', 'C', 'F', 'G', 'I', 'M']"
"['A', 'D', 'E', 'M', 'O', 'Q']"
"['E', 'G', 'I', 'K', 'O', 'Q']"
"['C', 'F', 'M', 'N', 'P', 'Q']"
"['C', 'E', 'G', 'K', 'M', 'N']"
"['I', 'L', 'M', 'N', 'P', 'Q']"
"['B', 'E', 'F', 'M', 'O', 'P']"
"['B', 'D', 'F', 'L', 'M', 'O']"
"['A', 'E', 'J', 'K', 'L', 'M']"
"['B', 'C', 'K', 'N', 'P', 'Q']"
"['A', 'B', 'F', 'I', 'O', 'P']"
"['C', 'G', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'F', 'H', 'N', 'O']"
"['B', 'C', 'E', 'I', 'N', 'O']"
"['A', 'D', 'G', 'I', 'J', 'L']"
"['G', 'H', 'K', 'N', 'O', 'P']"
"['C', 'G', 'I', 'K', 'L', 'N']"
"['C', 'D', 'E', 'J', 'K', 'N']"
"['A', 'D', 'F', 'H', 'M', 'P']"
"['D', 'E', 'F', 'J', 'K', 'L']"
"['A', 'B', 'F', 'G', 'M', 'N']"
"['B', 'D', 'I', 'L', 'M', 'Q']"
"['A', 'J', 'L', 'N', 'O', 'Q']"
"['B', 'E', 'J', 'K', 'L', 'P']"
"['D', 'H', 'I', 'K', 'O', 'Q']"
"['I', 'J', 'K', 'L', 'M', 'N']"
"['A', 'G', 'H', 'O', 'P', 'Q']"
"['B', 'C', 'E', 'F', 'H', 'K']"
"['A', 'B', 'F', 'N', 'P', 'Q']"
"['C', 'E', 'I', 'M', 'O', 'P']"
"['A', 'D', 'F', 'I', 'M', 'N']"
"['I', 'J', 'K', 'M', 'O', 'Q']"
"['A', 'C', 'E', 'K', 'L', 'P']"
"['C', 'D', 'H', 'J', 'K', 'M']"
"['A', 'D', 'E', 'K', 'N', 'Q']"
"['C', 'D', 'F', 'I', 'K', 'O']"
"['A', 'C', 'L', 'O', 'P', 'Q']"
"['F', 'H', 'N', 'O', 'P', 'Q']"
"['D', 'G', 'I', 'K', 'O', 'P']"
"['B', 'E', 'K', 'L', 'O', 'P']"
"['H', 'I', 'J', 'K', 'O', 'Q']"
"['C', 'D', 'I', 'M', 'N', 'O']"
"['B', 'D', 'J', 'K', 'L', 'Q']"
"['B', 'E', 'G', 'I', 'J', 'K']"
"['A', 'B', 'C', 'F', 'G', 'H']"
"['A', 'C', 'D', 'K', 'N', 'O']"
"['B', 'C', 'L', 'O', 'P', 'Q']"
"['A', 'D', 'E', 'L', 'N', 'O']"
"['B', 'E', 'H', 'I', 'J', 'M']"
"['E', 'J', 'L', 'M', 'N', 'P']"
"['E', 'F', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'H', 'P']"
"['D', 'E', 'J', 'N', 'P', 'Q']"
"['C', 'E', 'H', 'J', 'M', 'Q']"
"['F', 'G', 'J', 'M', 'P', 'Q']"
"['A', 'C', 'D', 'L', 'M', 'O']"
"['F', 'K', 'M', 'N', 'O', 'P']"
"['C', 'E', 'G', 'J', 'L', 'Q']"
"['D', 'E', 'K', 'M', 'O', 'Q']"
"['B', 'C', 'H', 'I', 'O', 'P']"
"['D', 'F', 'G', 'K', 'L', 'O']"
"['A', 'C', 'H', 'O', 'P', 'Q']"
"['A', 'F', 'H', 'I', 'M', 'O']"
"['E', 'F', 'G', 'L', 'N', 'O']"
"['B', 'E', 'J', 'L', 'M', 'O']"
"['A', 'E', 'F', 'G', 'N', 'P']"
"['F', 'G', 'H', 'M', 'P', 'Q']"
"['B', 'D', 'E', 'F', 'H', 'P']"
"['B', 'G', 'I', 'K', 'N', 'O']"
"['A', 'D', 'E', 'I', 'J', 'K']"
"['E', 'F', 'I', 'J', 'K', 'N']"
"['C', 'H', 'J', 'M', 'N', 'O']"
"['A', 'C', 'D', 'E', 'I', 'M']"
"['A', 'E', 'F', 'M', 'O', 'Q']"
"['A', 'F', 'G', 'H', 'J', 'K']"
"['C', 'D', 'G', 'L', 'M', 'Q']"
"['A', 'B', 'E', 'J', 'K', 'Q']"
"['B', 'E', 'I', 'J', 'M', 'Q']"
"['A', 'E', 'I', 'K', 'M', 'P']"
"['C', 'D', 'G', 'H', 'J', 'Q']"
"['E', 'I', 'K', 'L', 'M', 'Q']"
"['A', 'F', 'K', 'M', 'N', 'P']"
"['F', 'G', 'H', 'J', 'K', 'M']"
"['B', 'D', 'F', 'I', 'N', 'P']"
"['A', 'G', 'H', 'L', 'P', 'Q']"
"['B', 'D', 'E', 'F', 'M', 'P']"
"['D', 'L', 'M', 'O', 'P', 'Q']"
"['C', 'D', 'G', 'H', 'I', 'Q']"
"['A', 'D', 'I', 'K', 'N', 'P']"
"['A', 'D', 'F', 'G', 'H', 'N']"
"['C', 'E', 'L', 'M', 'P', 'Q']"
"['A', 'B', 'G', 'I', 'J', 'L']"
"['A', 'B', 'C', 'J', 'K', 'N']"
"['C', 'G', 'J', 'K', 'M', 'P']"
"['A', 'E', 'K', 'M', 'O', 'P']"
"['C', 'E', 'H', 'K', 'N', 'Q']"
"['F', 'H', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'D', 'G', 'O']"
"['B', 'C', 'G', 'H', 'M', 'N']"
"['C', 'E', 'G', 'I', 'J', 'M']"
"['C', 'F', 'G', 'I', 'M', 'P']"
"['B', 'E', 'F', 'I', 'J', 'N']"
"['E', 'I', 'J', 'K', 'N', 'Q']"
"['C', 'F', 'I', 'M', 'N', 'P']"
"['C', 'G', 'H', 'J', 'K', 'Q']"
"['B', 'G', 'I', 'J', 'O', 'P']"
"['C', 'F', 'H', 'N', 'P', 'Q']"
"['E', 'J', 'M', 'O', 'P', 'Q']"
"['A', 'E', 'F', 'I', 'M', 'P']"
"['B', 'C', 'F', 'I', 'N', 'O']"
"['B', 'E', 'F', 'J', 'M', 'O']"
"['G', 'K', 'L', 'M', 'N', 'Q']"
"['D', 'F', 'H', 'I', 'K', 'L']"
"['D', 'E', 'J', 'K', 'M', 'N']"
"['A', 'D', 'E', 'G', 'M', 'N']"
"['B', 'G', 'H', 'J', 'M', 'P']"
"['A', 'B', 'D', 'H', 'K', 'Q']"
"['A', 'D', 'G', 'I', 'L', 'Q']"
"['E', 'F', 'G', 'H', 'N', 'O']"
"['A', 'F', 'H', 'J', 'L', 'M']"
"['D', 'E', 'K', 'L', 'N', 'P']"
"['G', 'H', 'I', 'K', 'L', 'M']"
"['B', 'E', 'J', 'K', 'O', 'P']"
"['D', 'F', 'H', 'J', 'N', 'Q']"
"['B', 'C', 'G', 'H', 'K', 'O']"
"['B', 'C', 'J', 'L', 'M', 'N']"
"['A', 'G', 'I', 'L', 'P', 'Q']"
"['B', 'F', 'H', 'L', 'M', 'P']"
"['A', 'D', 'F', 'H', 'L', 'O']"
"['D', 'F', 'H', 'I', 'P', 'Q']"
"['B', 'C', 'H', 'J', 'N', 'Q']"
"['E', 'F', 'G', 'J', 'K', 'N']"
"['C', 'E', 'F', 'G', 'H', 'L']"
"['A', 'B', 'J', 'L', 'M', 'N']"
"['H', 'J', 'K', 'N', 'P', 'Q']"
"['D', 'I', 'J', 'M', 'N', 'P']"
"['D', 'E', 'G', 'M', 'N', 'P']"
"['A', 'B', 'G', 'K', 'M', 'O']"
"['C', 'H', 'J', 'K', 'N', 'Q']"
"['A', 'E', 'G', 'I', 'J', 'N']"
"['F', 'G', 'M', 'N', 'O', 'P']"
"['B', 'D', 'H', 'K', 'N', 'P']"
"['D', 'I', 'L', 'O', 'P', 'Q']"
"['A', 'B', 'G', 'I', 'M', 'Q']"
"['B', 'E', 'F', 'I', 'M', 'Q']"
"['B', 'C', 'D', 'K', 'M', 'O']"
"['A', 'F', 'G', 'O', 'P', 'Q']"
"['C', 'G', 'J', 'L', 'M', 'O']"
"['E', 'H', 'J', 'L', 'M', 'P']"
"['A', 'G', 'K', 'L', 'M', 'P']"
"['C', 'D', 'E', 'H', 'K', 'Q']"
"['B', 'H', 'I', 'K', 'P', 'Q']"
"['A', 'G', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'F', 'H', 'L', 'P']"
"['C', 'G', 'H', 'J', 'K', 'L']"
"['B', 'C', 'E', 'K', 'O', 'P']"
"['A', 'B', 'D', 'F', 'J', 'Q']"
"['D', 'G', 'H', 'I', 'J', 'O']"
"['A', 'B', 'G', 'J', 'N', 'P']"
"['A', 'C', 'E', 'I', 'K', 'O']"
"['B', 'E', 'G', 'H', 'J', 'L']"
"['A', 'B', 'E', 'H', 'L', 'Q']"
"['C', 'E', 'F', 'H', 'I', 'M']"
"['A', 'B', 'G', 'M', 'N', 'O']"
"['A', 'B', 'C', 'D', 'E', 'P']"
"['E', 'H', 'I', 'J', 'K', 'L']"
"['B', 'G', 'I', 'M', 'O', 'P']"
"['C', 'G', 'K', 'N', 'P', 'Q']"
"['D', 'E', 'F', 'K', 'P', 'Q']"
"['A', 'B', 'F', 'H', 'K', 'P']"
"['G', 'J', 'L', 'N', 'P', 'Q']"
"['A', 'C', 'F', 'J', 'L', 'O']"
"['F', 'H', 'I', 'M', 'O', 'Q']"
"['A', 'J', 'K', 'L', 'M', 'Q']"
"['B', 'C', 'D', 'F', 'L', 'N']"
"['A', 'C', 'G', 'M', 'O', 'Q']"
"['B', 'E', 'F', 'J', 'L', 'N']"
"['D', 'E', 'F', 'I', 'J', 'P']"
"['A', 'C', 'F', 'I', 'N', 'O']"
"['F', 'G', 'M', 'O', 'P', 'Q']"
"['D', 'G', 'H', 'J', 'N', 'O']"
"['A', 'B', 'D', 'M', 'N', 'O']"
"['D', 'E', 'F', 'G', 'I', 'J']"
"['A', 'C', 'E', 'F', 'G', 'L']"
"['E', 'J', 'K', 'L', 'N', 'P']"
"['B', 'C', 'D', 'H', 'I', 'P']"
"['C', 'G', 'H', 'L', 'M', 'P']"
"['B', 'C', 'F', 'H', 'I', 'J']"
"['A', 'C', 'E', 'J', 'K', 'O']"
"['B', 'F', 'G', 'H', 'J', 'K']"
"['C', 'D', 'I', 'M', 'O', 'Q']"
"['B', 'D', 'F', 'L', 'M', 'P']"
"['B', 'C', 'G', 'K', 'O', 'Q']"
"['D', 'F', 'K', 'N', 'O', 'Q']"
"['A', 'E', 'K', 'M', 'O', 'Q']"
"['A', 'E', 'J', 'K', 'M', 'N']"
"['A', 'G', 'H', 'J', 'K', 'N']"
"['C', 'E', 'F', 'L', 'M', 'N']"
"['A', 'H', 'J', 'M', 'N', 'O']"
"['A', 'B', 'C', 'F', 'N', 'P']"
"['B', 'D', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'D', 'E', 'Q']"
"['D', 'E', 'H', 'L', 'M', 'N']"
"['A', 'E', 'H', 'J', 'N', 'Q']"
"['D', 'E', 'F', 'I', 'O', 'P']"
"['D', 'E', 'H', 'K', 'O', 'P']"
"['G', 'J', 'M', 'O', 'P', 'Q']"
"['C', 'H', 'J', 'K', 'L', 'Q']"
"['B', 'F', 'H', 'J', 'L', 'O']"
"['D', 'E', 'G', 'J', 'N', 'P']"
"['A', 'D', 'E', 'I', 'M', 'N']"
"['A', 'C', 'D', 'F', 'N', 'P']"
"['B', 'C', 'G', 'I', 'K', 'O']"
"['B', 'C', 'E', 'H', 'I', 'N']"
"['A', 'G', 'J', 'L', 'M', 'Q']"
"['B', 'D', 'E', 'J', 'K', 'P']"
"['C', 'H', 'K', 'L', 'N', 'O']"
"['B', 'E', 'H', 'M', 'N', 'P']"
"['D', 'H', 'L', 'M', 'O', 'Q']"
"['B', 'E', 'G', 'H', 'L', 'P']"
"['E', 'H', 'I', 'J', 'M', 'P']"
"['B', 'F', 'G', 'H', 'J', 'N']"
"['B', 'D', 'G', 'I', 'N', 'P']"
"['D', 'G', 'H', 'I', 'N', 'P']"
"['E', 'J', 'L', 'N', 'O', 'Q']"
"['B', 'E', 'G', 'J', 'M', 'Q']"
"['A', 'D', 'F', 'K', 'L', 'N']"
"['A', 'E', 'F', 'M', 'P', 'Q']"
"['B', 'C', 'G', 'H', 'L', 'P']"
"['F', 'H', 'L', 'M', 'O', 'P']"
"['A', 'C', 'D', 'F', 'I', 'J']"
"['C', 'F', 'G', 'K', 'M', 'P']"
"['A', 'B', 'D', 'G', 'L', 'N']"
"['B', 'C', 'F', 'H', 'N', 'P']"
"['B', 'G', 'H', 'L', 'M', 'Q']"
"['C', 'D', 'G', 'K', 'L', 'P']"
"['C', 'D', 'K', 'L', 'N', 'O']"
"['E', 'H', 'I', 'K', 'N', 'O']"
"['D', 'F', 'K', 'L', 'O', 'P']"
"['A', 'C', 'D', 'K', 'M', 'O']"
"['A', 'C', 'D', 'F', 'I', 'M']"
"['A', 'C', 'D', 'I', 'J', 'P']"
"['E', 'F', 'J', 'M', 'N', 'P']"
"['A', 'F', 'I', 'O', 'P', 'Q']"
"['A', 'C', 'I', 'M', 'N', 'O']"
"['B', 'C', 'K', 'O', 'P', 'Q']"
"['A', 'D', 'I', 'M', 'N', 'P']"
"['A', 'E', 'G', 'I', 'O', 'Q']"
"['A', 'B', 'F', 'H', 'N', 'P']"
"['E', 'I', 'K', 'N', 'P', 'Q']"
"['D', 'E', 'F', 'G', 'K', 'L']"
"['A', 'B', 'G', 'I', 'L', 'Q']"
"['D', 'F', 'G', 'H', 'I', 'P']"
"['A', 'B', 'H', 'I', 'M', 'P']"
"['C', 'D', 'G', 'K', 'L', 'N']"
"['A', 'C', 'E', 'G', 'I', 'J']"
"['B', 'C', 'F', 'J', 'K', 'N']"
"['B', 'C', 'I', 'J', 'N', 'Q']"
"['B', 'E', 'F', 'G', 'I', 'M']"
"['D', 'F', 'G', 'H', 'J', 'O']"
"['B', 'C', 'D', 'F', 'H', 'O']"
"['F', 'I', 'K', 'M', 'N', 'Q']"
"['C', 'E', 'J', 'N', 'O', 'P']"
"['A', 'B', 'L', 'O', 'P', 'Q']"
"['A', 'E', 'J', 'K', 'M', 'O']"
"['D', 'F', 'M', 'N', 'P', 'Q']"
"['A', 'D', 'G', 'H', 'J', 'L']"
"['E', 'H', 'I', 'O', 'P', 'Q']"
"['B', 'H', 'J', 'L', 'M', 'Q']"
"['A', 'G', 'H', 'L', 'O', 'Q']"
"['A', 'E', 'F', 'G', 'K', 'P']"
"['B', 'C', 'G', 'I', 'J', 'M']"
"['B', 'F', 'G', 'L', 'M', 'N']"
"['E', 'K', 'M', 'N', 'P', 'Q']"
"['A', 'F', 'H', 'J', 'L', 'P']"
"['D', 'G', 'H', 'I', 'K', 'P']"
"['A', 'B', 'F', 'J', 'L', 'Q']"
"['C', 'E', 'H', 'M', 'N', 'P']"
"['A', 'B', 'D', 'L', 'O', 'Q']"
"['B', 'E', 'K', 'M', 'N', 'O']"
"['B', 'F', 'I', 'L', 'N', 'O']"
"['E', 'F', 'L', 'M', 'O', 'P']"
"['E', 'F', 'G', 'K', 'L', 'P']"
"['B', 'D', 'I', 'J', 'K', 'N']"
"['B', 'C', 'F', 'H', 'O', 'P']"
"['A', 'G', 'J', 'K', 'M', 'P']"
"['A', 'C', 'D', 'E', 'H', 'P']"
"['C', 'E', 'F', 'G', 'K', 'O']"
"['A', 'F', 'I', 'L', 'O', 'Q']"
"['C', 'E', 'I', 'M', 'N', 'O']"
"['E', 'G', 'I', 'J', 'O', 'P']"
"['A', 'D', 'G', 'N', 'O', 'P']"
"['E', 'F', 'G', 'H', 'M', 'Q']"
"['A', 'B', 'C', 'J', 'L', 'P']"
"['A', 'G', 'H', 'I', 'P', 'Q']"
"['A', 'C', 'D', 'I', 'P', 'Q']"
