items
"['C', 'E', 'H', 'I', 'K']"
"['C', 'D', 'F', 'K', 'L']"
"['B', 'C', 'K', 'L', 'Q']"
"['A', 'C', 'F', 'L', 'N']"
"['B', 'F', 'I', 'O', 'Q']"
"['A', 'C', 'D', 'G', 'P']"
"['B', 'G', 'I', 'O', 'Q']"
"['B', 'E', 'F', 'K', 'O']"
"['A', 'B', 'G', 'N', 'P']"
"['A', 'D', 'G', 'M', 'N']"
"['A', 'B', 'G', 'M', 'Q']"
"['A', 'B', 'E', 'F', 'L']"
"['A', 'I', 'J', 'M', 'O']"
"['B', 'D', 'H', 'L', 'M']"
"['F', 'G', 'K', 'L', 'N']"
"['A', 'F', 'J', 'M', 'P']"
"['A', 'H', 'I', 'N', 'Q']"
"['D', 'E', 'G', 'J', 'P']"
"['I', 'K', 'L', 'N', 'O']"
"['F', 'N', 'O', 'P', 'Q']"
"['E', 'I', 'K', 'O', 'Q']"
"['G', 'J', 'K', 'O', 'Q']"
"['A', 'B', 'H', 'K', 'L']"
"['B', 'C', 'F', 'L', 'O']"
"['C', 'K', 'M', 'O', 'P']"
"['B', 'F', 'G', 'L', 'O']"
"['F', 'I', 'J', 'K', 'L']"
"['D', 'E', 'H', 'O', 'Q']"
"['E', 'F', 'I', 'J', 'O']"
"['B', 'C', 'D', 'K', 'N']"
"['A', 'B', 'D', 'E', 'N']"
"['D', 'I', 'L', 'N', 'Q']"
"['B', 'C', 'I', 'N', 'O']"
"['D', 'E', 'M', 'N', 'O']"
"['A', 'C', 'F', 'K', 'Q']"
"['C', 'I', 'N', 'O', 'Q']"
"['B', 'K', 'M', 'O', 'Q']"
"['B', 'G', 'K', 'O', 'P']"
"['E', 'F', 'G', 'L', 'N']"
"['A', 'I', 'J', 'O', 'Q']"
"['A', 'G', 'L', 'M', 'N']"
"['E', 'G', 'I', 'P', 'Q']"
"['A', 'E', 'I', 'M', 'P']"
"['B', 'H', 'K', 'M', 'P']"
"['D', 'E', 'G', 'N', 'P']"
"['D', 'F', 'K', 'L', 'M']"
"['F', 'L', 'O', 'P', 'Q']"
"['A', 'D', 'F', 'H', 'L']"
"['A', 'F', 'K', 'N', 'P']"
"['D', 'G', 'J', 'L', 'O']"
"['A', 'B', 'D', 'H', 'Q']"
"['A', 'H', 'J', 'M', 'Q']"
"['C', 'D', 'H', 'N', 'P']"
"['F', 'G', 'I', 'K', 'N']"
"['A', 'G', 'N', 'O', 'P']"
"['D', 'F', 'K', 'O', 'Q']"
"['A', 'I', 'M', 'N', 'Q']"
"['E', 'H', 'J', 'M', 'P']"
"['A', 'D', 'E', 'M', 'Q']"
"['A', 'C', 'I', 'P', 'Q']"
"['A', 'C', 'K', 'L', 'Q']"
"['A', 'I', 'K', 'N', 'Q']"
"['C', 'G', 'M', 'N', 'P']"
"['A', 'C', 'E', 'G', 'M']"
"['D', 'G', 'I', 'N', 'Q']"
"['A', 'G', 'L', 'N', 'O']"
"['A', 'I', 'L', 'M', 'O']"
"['E', 'F', 'G', 'L', 'Q']"
"['F', 'H', 'L', 'N', 'O']"
"['C', 'F', 'H', 'L', 'Q']"
"['G', 'I', 'L', 'P', 'Q']"
"['C', 'F', 'J', 'L', 'O']"
"['D', 'E', 'G', 'J', 'N']"
"['B', 'C', 'F', 'G', 'K']"
"['A', 'B', 'D', 'E', 'J']"
"['B', 'C', 'L', 'N', 'O']"
"['C', 'I', 'J', 'L', 'Q']"
"['B', 'C', 'J', 'L', 'P']"
"['B', 'D', 'F', 'I', 'J']"
"['F', 'I', 'K', 'M', 'P']"
"['B', 'D', 'G', 'J', 'K']"
"['C', 'F', 'M', 'N', 'Q']"
"['D', 'F', 'K', 'N', 'O']"
"['D', 'E', 'J', 'M', 'P']"
"['A', 'B', 'G', 'H', 'M']"
"['F', 'G', 'H', 'K', 'P']"
"['B', 'D', 'K', 'O', 'P']"
"['A', 'C', 'E', 'I', 'J']"
"['G', 'J', 'M', 'O', 'Q']"
"['A', 'G', 'K', 'P', 'Q']"
"['B', 'I', 'J', 'M', 'O']"
"['A', 'B', 'C', 'L', 'P']"
"['F', 'L', 'M', 'O', 'Q']"
"['F', 'G', 'I', 'L', 'Q']"
"['A', 'B', 'H', 'I', 'L']"
"['A', 'C', 'L', 'O', 'P']"
"['F', 'I', 'N', 'O', 'Q']"
"['D', 'H', 'I', 'J', 'K']"
"['C', 'E', 'F', 'J', 'Q']"
"['C', 'D', 'H', 'K', 'Q']"
"['B', 'C', 'D', 'J', 'M']"
"['C', 'D', 'K', 'M', 'Q']"
"['A', 'G', 'J', 'M', 'P']"
"['D', 'G', 'H', 'J', 'K']"
"['A', 'G', 'L', 'N', 'P']"
"['A', 'C', 'I', 'J', 'L']"
"['A', 'H', 'K', 'M', 'O']"
"['D', 'I', 'K', 'O', 'P']"
"['C', 'G', 'I', 'K', 'M']"
"['A', 'C', 'J', 'M', 'O']"
"['B', 'C', 'K', 'M', 'N']"
"['B', 'H', 'L', 'M', 'N']"
"['C', 'E', 'H', 'K', 'O']"
"['A', 'E', 'G', 'K', 'L']"
"['A', 'B', 'K', 'L', 'Q']"
"['D', 'H', 'I', 'J', 'P']"
"['A', 'B', 'C', 'P', 'Q']"
"['B', 'H', 'K', 'L', 'O']"
"['J', 'L', 'M', 'N', 'P']"
"['C', 'H', 'K', 'N', 'P']"
"['B', 'C', 'I', 'M', 'O']"
"['B', 'E', 'G', 'N', 'P']"
"['D', 'H', 'J', 'O', 'P']"
"['A', 'C', 'G', 'H', 'J']"
"['A', 'M', 'N', 'P', 'Q']"
"['B', 'J', 'K', 'O', 'P']"
"['B', 'C', 'I', 'L', 'M']"
"['F', 'G', 'K', 'M', 'N']"
"['A', 'C', 'G', 'I', 'K']"
"['C', 'D', 'F', 'M', 'N']"
"['C', 'D', 'F', 'J', 'L']"
"['F', 'H', 'K', 'O', 'Q']"
"['F', 'K', 'M', 'N', 'Q']"
"['C', 'F', 'L', 'M', 'P']"
"['E', 'H', 'J', 'L', 'M']"
"['C', 'H', 'J', 'M', 'P']"
"['H', 'M', 'N', 'O', 'Q']"
"['C', 'E', 'L', 'M', 'O']"
"['C', 'E', 'F', 'L', 'Q']"
"['A', 'G', 'J', 'O', 'Q']"
"['A', 'F', 'H', 'J', 'P']"
"['C', 'I', 'K', 'L', 'P']"
"['A', 'B', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'E', 'P']"
"['B', 'G', 'L', 'O', 'Q']"
"['C', 'E', 'G', 'L', 'M']"
"['C', 'K', 'L', 'M', 'N']"
"['B', 'D', 'G', 'M', 'Q']"
"['B', 'F', 'M', 'N', 'Q']"
"['C', 'F', 'G', 'J', 'K']"
"['B', 'D', 'H', 'L', 'N']"
"['G', 'J', 'K', 'L', 'N']"
"['C', 'F', 'I', 'J', 'M']"
"['C', 'K', 'M', 'N', 'Q']"
"['A', 'D', 'J', 'P', 'Q']"
"['H', 'I', 'J', 'M', 'O']"
"['B', 'C', 'J', 'M', 'N']"
"['B', 'C', 'L', 'N', 'Q']"
"['F', 'H', 'M', 'N', 'P']"
"['D', 'E', 'G', 'J', 'O']"
"['B', 'C', 'I', 'K', 'O']"
"['G', 'J', 'L', 'P', 'Q']"
"['A', 'D', 'G', 'N', 'Q']"
"['A', 'D', 'N', 'P', 'Q']"
"['A', 'C', 'J', 'N', 'O']"
"['E', 'G', 'I', 'K', 'Q']"
"['A', 'D', 'E', 'J', 'N']"
"['B', 'C', 'H', 'J', 'M']"
"['B', 'E', 'K', 'O', 'Q']"
"['C', 'D', 'E', 'F', 'P']"
"['C', 'E', 'K', 'N', 'P']"
"['A', 'D', 'F', 'I', 'P']"
"['B', 'J', 'M', 'N', 'Q']"
"['A', 'G', 'H', 'L', 'P']"
"['C', 'E', 'I', 'L', 'Q']"
"['A', 'C', 'E', 'F', 'G']"
"['A', 'C', 'J', 'K', 'Q']"
"['F', 'J', 'M', 'O', 'Q']"
"['A', 'B', 'F', 'H', 'L']"
"['B', 'E', 'I', 'K', 'N']"
"['B', 'C', 'F', 'I', 'J']"
"['I', 'J', 'M', 'N', 'O']"
"['B', 'E', 'F', 'J', 'P']"
"['A', 'J', 'K', 'P', 'Q']"
"['E', 'G', 'L', 'N', 'O']"
"['C', 'D', 'I', 'L', 'P']"
"['A', 'B', 'F', 'O', 'Q']"
"['D', 'F', 'H', 'L', 'N']"
"['A', 'D', 'F', 'H', 'M']"
"['F', 'G', 'I', 'K', 'Q']"
"['F', 'G', 'J', 'O', 'P']"
"['K', 'M', 'N', 'O', 'P']"
"['C', 'D', 'H', 'I', 'P']"
"['D', 'E', 'F', 'I', 'N']"
"['B', 'F', 'H', 'L', 'Q']"
"['A', 'C', 'F', 'K', 'M']"
"['F', 'J', 'K', 'L', 'O']"
"['E', 'J', 'N', 'P', 'Q']"
"['D', 'F', 'I', 'J', 'N']"
"['D', 'E', 'G', 'H', 'K']"
"['D', 'G', 'J', 'L', 'N']"
"['D', 'E', 'G', 'H', 'P']"
"['A', 'B', 'G', 'H', 'K']"
"['H', 'J', 'L', 'P', 'Q']"
"['E', 'L', 'M', 'N', 'Q']"
"['A', 'F', 'H', 'M', 'P']"
"['B', 'D', 'H', 'P', 'Q']"
"['A', 'C', 'D', 'H', 'L']"
"['D', 'I', 'J', 'M', 'Q']"
"['A', 'C', 'H', 'J', 'K']"
"['C', 'F', 'L', 'N', 'Q']"
"['A', 'B', 'I', 'K', 'Q']"
"['B', 'C', 'I', 'J', 'M']"
"['B', 'C', 'J', 'L', 'O']"
"['G', 'H', 'I', 'M', 'N']"
"['G', 'H', 'J', 'M', 'Q']"
"['E', 'G', 'J', 'K', 'N']"
"['B', 'H', 'J', 'K', 'Q']"
"['B', 'C', 'D', 'O', 'P']"
"['C', 'E', 'F', 'K', 'L']"
"['D', 'G', 'H', 'K', 'P']"
"['A', 'F', 'G', 'P', 'Q']"
"['C', 'E', 'F', 'G', 'J']"
"['B', 'F', 'G', 'H', 'J']"
"['A', 'B', 'E', 'F', 'I']"
"['A', 'D', 'H', 'P', 'Q']"
"['G', 'H', 'J', 'K', 'P']"
"['H', 'I', 'J', 'N', 'P']"
"['E', 'H', 'K', 'L', 'N']"
"['A', 'D', 'H', 'K', 'P']"
"['D', 'F', 'G', 'L', 'P']"
"['F', 'H', 'J', 'M', 'O']"
"['G', 'I', 'L', 'N', 'P']"
"['G', 'I', 'J', 'K', 'O']"
"['A', 'B', 'H', 'M', 'P']"
"['B', 'C', 'D', 'L', 'O']"
"['A', 'C', 'J', 'K', 'N']"
"['B', 'D', 'G', 'J', 'Q']"
"['F', 'G', 'J', 'K', 'P']"
"['A', 'C', 'J', 'M', 'Q']"
"['D', 'H', 'K', 'O', 'P']"
"['B', 'D', 'H', 'M', 'Q']"
"['A', 'C', 'F', 'O', 'Q']"
"['B', 'E', 'F', 'O', 'Q']"
"['C', 'L', 'M', 'P', 'Q']"
"['A', 'D', 'E', 'J', 'Q']"
"['B', 'E', 'O', 'P', 'Q']"
"['C', 'F', 'H', 'O', 'Q']"
"['A', 'B', 'D', 'N', 'P']"
"['C', 'H', 'I', 'J', 'L']"
"['A', 'D', 'E', 'G', 'J']"
"['K', 'L', 'N', 'O', 'P']"
"['A', 'C', 'D', 'K', 'P']"
"['C', 'G', 'H', 'J', 'Q']"
"['A', 'B', 'G', 'L', 'O']"
"['B', 'G', 'H', 'J', 'O']"
"['A', 'D', 'M', 'O', 'Q']"
"['E', 'H', 'I', 'J', 'M']"
"['B', 'F', 'G', 'J', 'N']"
"['B', 'E', 'F', 'J', 'M']"
"['A', 'B', 'H', 'O', 'P']"
"['F', 'I', 'M', 'N', 'O']"
"['B', 'F', 'I', 'K', 'Q']"
"['G', 'I', 'L', 'M', 'N']"
"['A', 'D', 'L', 'M', 'O']"
"['H', 'I', 'L', 'M', 'O']"
"['C', 'D', 'H', 'N', 'Q']"
"['A', 'I', 'L', 'P', 'Q']"
"['C', 'E', 'F', 'N', 'P']"
"['E', 'G', 'H', 'J', 'Q']"
"['E', 'F', 'G', 'J', 'P']"
"['A', 'E', 'H', 'L', 'Q']"
"['B', 'D', 'L', 'O', 'Q']"
"['A', 'B', 'C', 'L', 'O']"
"['D', 'E', 'H', 'J', 'Q']"
"['A', 'B', 'J', 'L', 'O']"
"['A', 'C', 'I', 'L', 'M']"
"['E', 'G', 'J', 'N', 'O']"
"['C', 'F', 'H', 'J', 'Q']"
"['C', 'E', 'L', 'M', 'P']"
"['C', 'E', 'I', 'O', 'Q']"
"['F', 'H', 'K', 'L', 'P']"
"['B', 'C', 'E', 'I', 'L']"
"['B', 'C', 'I', 'K', 'P']"
"['B', 'J', 'N', 'O', 'Q']"
"['D', 'H', 'K', 'N', 'P']"
"['C', 'I', 'J', 'O', 'Q']"
"['C', 'E', 'F', 'M', 'Q']"
"['D', 'H', 'K', 'O', 'Q']"
"['A', 'H', 'L', 'M', 'Q']"
"['C', 'M', 'O', 'P', 'Q']"
"['C', 'E', 'N', 'P', 'Q']"
"['B', 'C', 'D', 'I', 'M']"
"['A', 'D', 'G', 'L', 'Q']"
"['A', 'E', 'K', 'L', 'Q']"
"['B', 'C', 'D', 'G', 'J']"
"['A', 'C', 'D', 'L', 'Q']"
"['A', 'C', 'E', 'H', 'Q']"
"['G', 'H', 'M', 'P', 'Q']"
"['A', 'E', 'I', 'N', 'O']"
"['C', 'H', 'I', 'N', 'P']"
"['C', 'D', 'E', 'F', 'I']"
"['A', 'B', 'E', 'K', 'M']"
"['A', 'C', 'D', 'J', 'P']"
"['D', 'I', 'K', 'O', 'Q']"
"['C', 'E', 'F', 'J', 'P']"
"['C', 'F', 'N', 'O', 'P']"
"['B', 'H', 'I', 'K', 'Q']"
"['F', 'G', 'M', 'N', 'P']"
"['A', 'B', 'E', 'F', 'Q']"
"['A', 'D', 'L', 'N', 'P']"
"['D', 'H', 'L', 'N', 'Q']"
"['A', 'B', 'D', 'G', 'Q']"
"['A', 'L', 'M', 'N', 'Q']"
"['B', 'D', 'H', 'K', 'N']"
"['H', 'J', 'M', 'P', 'Q']"
"['C', 'D', 'K', 'M', 'N']"
"['A', 'C', 'G', 'L', 'P']"
"['A', 'E', 'F', 'H', 'K']"
"['C', 'F', 'G', 'H', 'P']"
"['A', 'B', 'F', 'H', 'M']"
"['C', 'E', 'I', 'K', 'P']"
"['B', 'E', 'I', 'J', 'Q']"
"['C', 'K', 'L', 'O', 'P']"
"['C', 'F', 'H', 'N', 'Q']"
"['B', 'H', 'J', 'K', 'L']"
"['B', 'D', 'E', 'P', 'Q']"
"['G', 'J', 'K', 'M', 'Q']"
"['C', 'I', 'M', 'N', 'P']"
"['F', 'J', 'N', 'O', 'P']"
"['F', 'I', 'J', 'L', 'O']"
"['G', 'L', 'N', 'O', 'Q']"
"['F', 'G', 'J', 'L', 'Q']"
"['E', 'F', 'G', 'L', 'O']"
"['F', 'K', 'L', 'P', 'Q']"
"['C', 'H', 'J', 'K', 'L']"
"['C', 'D', 'I', 'K', 'O']"
"['G', 'K', 'L', 'O', 'P']"
"['A', 'B', 'E', 'J', 'N']"
"['A', 'B', 'K', 'L', 'O']"
"['F', 'K', 'M', 'N', 'P']"
"['B', 'H', 'I', 'J', 'N']"
"['G', 'I', 'J', 'K', 'P']"
"['A', 'F', 'H', 'K', 'Q']"
"['A', 'G', 'L', 'O', 'P']"
"['C', 'G', 'L', 'O', 'Q']"
"['B', 'E', 'H', 'N', 'O']"
"['C', 'G', 'H', 'L', 'M']"
"['E', 'F', 'J', 'N', 'P']"
"['C', 'D', 'F', 'L', 'P']"
"['B', 'D', 'M', 'N', 'P']"
"['B', 'E', 'F', 'I', 'O']"
"['B', 'E', 'F', 'L', 'Q']"
"['E', 'F', 'G', 'J', 'L']"
"['D', 'F', 'H', 'O', 'Q']"
"['B', 'E', 'F', 'K', 'N']"
"['A', 'B', 'E', 'J', 'O']"
"['I', 'K', 'L', 'O', 'Q']"
"['B', 'F', 'K', 'M', 'O']"
"['A', 'D', 'F', 'J', 'O']"
"['A', 'B', 'H', 'L', 'N']"
"['D', 'F', 'G', 'P', 'Q']"
"['B', 'C', 'F', 'G', 'M']"
"['A', 'F', 'J', 'N', 'O']"
"['B', 'F', 'H', 'J', 'N']"
"['A', 'F', 'G', 'O', 'Q']"
"['C', 'D', 'E', 'O', 'Q']"
"['E', 'F', 'G', 'I', 'P']"
"['E', 'G', 'J', 'P', 'Q']"
"['B', 'H', 'M', 'N', 'P']"
"['A', 'C', 'G', 'K', 'P']"
"['C', 'E', 'H', 'K', 'N']"
"['A', 'F', 'G', 'K', 'N']"
"['A', 'B', 'D', 'H', 'L']"
"['A', 'C', 'G', 'J', 'P']"
"['C', 'E', 'F', 'N', 'Q']"
"['C', 'I', 'K', 'L', 'M']"
"['F', 'G', 'N', 'O', 'P']"
"['A', 'D', 'G', 'H', 'P']"
"['E', 'H', 'J', 'K', 'P']"
"['B', 'C', 'F', 'H', 'J']"
"['A', 'G', 'L', 'N', 'Q']"
"['E', 'H', 'K', 'L', 'M']"
"['B', 'H', 'I', 'O', 'P']"
"['A', 'D', 'I', 'K', 'P']"
"['B', 'E', 'G', 'K', 'O']"
"['D', 'I', 'J', 'K', 'M']"
"['A', 'G', 'I', 'J', 'M']"
"['B', 'D', 'F', 'G', 'J']"
"['B', 'C', 'H', 'L', 'P']"
"['C', 'E', 'K', 'O', 'Q']"
"['D', 'G', 'H', 'K', 'N']"
"['B', 'C', 'D', 'L', 'P']"
"['A', 'B', 'E', 'N', 'P']"
"['E', 'H', 'M', 'N', 'P']"
"['D', 'J', 'K', 'L', 'N']"
"['A', 'B', 'G', 'J', 'P']"
"['A', 'F', 'H', 'I', 'P']"
"['B', 'C', 'E', 'L', 'M']"
"['B', 'F', 'I', 'O', 'P']"
"['D', 'H', 'I', 'M', 'N']"
"['F', 'G', 'H', 'I', 'K']"
"['D', 'H', 'L', 'M', 'O']"
"['G', 'H', 'M', 'N', 'O']"
"['F', 'M', 'N', 'P', 'Q']"
"['C', 'D', 'E', 'F', 'K']"
"['A', 'C', 'E', 'H', 'M']"
"['A', 'D', 'G', 'H', 'Q']"
"['D', 'E', 'F', 'G', 'O']"
"['B', 'F', 'I', 'L', 'Q']"
"['B', 'H', 'K', 'M', 'O']"
"['H', 'I', 'K', 'N', 'Q']"
"['E', 'F', 'G', 'H', 'M']"
"['A', 'E', 'H', 'O', 'Q']"
"['H', 'L', 'O', 'P', 'Q']"
"['C', 'E', 'I', 'K', 'N']"
"['C', 'F', 'K', 'O', 'Q']"
"['C', 'E', 'M', 'N', 'Q']"
"['K', 'L', 'M', 'O', 'P']"
"['E', 'J', 'M', 'N', 'Q']"
"['A', 'E', 'F', 'O', 'P']"
"['B', 'D', 'E', 'G', 'L']"
"['B', 'C', 'D', 'H', 'L']"
"['B', 'J', 'M', 'N', 'O']"
"['E', 'H', 'I', 'N', 'Q']"
"['A', 'B', 'C', 'F', 'P']"
"['A', 'B', 'D', 'N', 'O']"
"['D', 'F', 'G', 'I', 'M']"
"['G', 'I', 'M', 'N', 'O']"
"['C', 'D', 'F', 'N', 'O']"
"['C', 'E', 'J', 'L', 'Q']"
"['E', 'G', 'H', 'O', 'P']"
"['C', 'E', 'J', 'N', 'Q']"
"['B', 'G', 'K', 'L', 'Q']"
"['F', 'G', 'H', 'K', 'N']"
"['B', 'J', 'L', 'N', 'O']"
"['B', 'D', 'K', 'L', 'O']"
"['G', 'L', 'M', 'O', 'P']"
"['B', 'F', 'L', 'P', 'Q']"
"['E', 'G', 'I', 'K', 'N']"
"['B', 'F', 'G', 'H', 'Q']"
"['D', 'E', 'G', 'K', 'P']"
"['C', 'I', 'J', 'P', 'Q']"
"['C', 'H', 'I', 'M', 'P']"
"['F', 'H', 'J', 'K', 'L']"
"['A', 'E', 'H', 'J', 'P']"
"['G', 'H', 'K', 'L', 'Q']"
"['B', 'D', 'I', 'J', 'K']"
"['B', 'E', 'H', 'I', 'K']"
"['C', 'E', 'O', 'P', 'Q']"
"['B', 'G', 'H', 'L', 'M']"
"['E', 'F', 'H', 'J', 'P']"
"['G', 'I', 'J', 'M', 'N']"
"['D', 'G', 'M', 'O', 'Q']"
"['C', 'E', 'H', 'M', 'P']"
"['A', 'F', 'M', 'O', 'Q']"
"['D', 'F', 'L', 'P', 'Q']"
"['B', 'D', 'F', 'H', 'N']"
"['D', 'I', 'J', 'M', 'O']"
"['H', 'I', 'K', 'M', 'O']"
"['B', 'D', 'F', 'G', 'O']"
"['A', 'H', 'K', 'M', 'Q']"
"['D', 'I', 'K', 'L', 'O']"
"['C', 'I', 'K', 'M', 'Q']"
"['B', 'E', 'K', 'L', 'N']"
"['B', 'E', 'I', 'L', 'O']"
"['A', 'E', 'G', 'M', 'P']"
"['B', 'E', 'K', 'M', 'P']"
"['F', 'H', 'J', 'K', 'P']"
"['A', 'H', 'J', 'K', 'Q']"
"['A', 'B', 'E', 'L', 'O']"
"['D', 'E', 'K', 'O', 'P']"
"['B', 'E', 'F', 'M', 'Q']"
"['A', 'K', 'L', 'N', 'O']"
"['C', 'I', 'J', 'K', 'L']"
"['C', 'D', 'H', 'K', 'M']"
"['A', 'C', 'D', 'J', 'M']"
"['A', 'B', 'C', 'N', 'Q']"
"['B', 'E', 'H', 'K', 'O']"
"['B', 'G', 'L', 'M', 'Q']"
"['A', 'D', 'F', 'J', 'L']"
"['C', 'D', 'G', 'K', 'O']"
"['C', 'E', 'H', 'L', 'N']"
"['F', 'G', 'H', 'J', 'O']"
"['I', 'K', 'N', 'O', 'Q']"
"['I', 'J', 'L', 'N', 'P']"
"['G', 'H', 'I', 'M', 'Q']"
"['E', 'F', 'H', 'J', 'O']"
"['A', 'C', 'F', 'J', 'K']"
"['A', 'B', 'I', 'J', 'Q']"
"['C', 'D', 'G', 'J', 'O']"
"['D', 'I', 'L', 'M', 'P']"
"['C', 'F', 'J', 'N', 'O']"
"['D', 'E', 'F', 'L', 'Q']"
"['F', 'I', 'N', 'P', 'Q']"
"['G', 'H', 'I', 'N', 'Q']"
"['B', 'E', 'F', 'K', 'Q']"
"['D', 'G', 'H', 'L', 'M']"
"['C', 'F', 'J', 'M', 'Q']"
"['B', 'G', 'I', 'M', 'P']"
"['B', 'C', 'F', 'H', 'L']"
"['A', 'I', 'N', 'P', 'Q']"
"['B', 'C', 'G', 'H', 'Q']"
"['F', 'H', 'K', 'L', 'M']"
"['B', 'D', 'J', 'N', 'Q']"
"['B', 'E', 'G', 'M', 'N']"
"['C', 'H', 'J', 'N', 'Q']"
"['E', 'I', 'N', 'O', 'Q']"
"['C', 'G', 'H', 'M', 'Q']"
"['C', 'E', 'H', 'M', 'O']"
"['D', 'E', 'L', 'O', 'Q']"
"['G', 'K', 'L', 'N', 'P']"
"['A', 'C', 'E', 'G', 'P']"
"['A', 'B', 'E', 'I', 'M']"
"['J', 'K', 'L', 'N', 'O']"
"['A', 'D', 'G', 'O', 'P']"
"['F', 'I', 'K', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'L']"
"['D', 'I', 'J', 'K', 'O']"
"['E', 'G', 'J', 'M', 'O']"
"['C', 'D', 'H', 'I', 'L']"
"['B', 'C', 'H', 'M', 'P']"
"['A', 'K', 'O', 'P', 'Q']"
"['C', 'G', 'K', 'N', 'Q']"
"['A', 'F', 'G', 'N', 'Q']"
"['A', 'F', 'K', 'O', 'Q']"
"['G', 'H', 'L', 'P', 'Q']"
"['B', 'D', 'I', 'J', 'M']"
"['A', 'B', 'E', 'G', 'P']"
"['B', 'G', 'I', 'L', 'Q']"
"['A', 'D', 'F', 'M', 'Q']"
"['E', 'I', 'L', 'M', 'O']"
"['C', 'G', 'H', 'K', 'Q']"
"['C', 'G', 'K', 'M', 'O']"
"['B', 'G', 'H', 'O', 'Q']"
"['E', 'H', 'J', 'L', 'O']"
"['A', 'J', 'L', 'N', 'Q']"
"['A', 'D', 'I', 'J', 'M']"
"['A', 'K', 'L', 'N', 'P']"
"['B', 'E', 'H', 'K', 'M']"
"['C', 'J', 'K', 'O', 'P']"
"['A', 'D', 'I', 'J', 'N']"
"['C', 'K', 'L', 'N', 'P']"
"['F', 'H', 'K', 'L', 'O']"
"['D', 'H', 'J', 'M', 'O']"
"['D', 'H', 'K', 'M', 'O']"
"['D', 'F', 'H', 'O', 'P']"
"['B', 'D', 'E', 'G', 'I']"
"['H', 'I', 'K', 'L', 'N']"
"['D', 'I', 'J', 'P', 'Q']"
"['F', 'J', 'M', 'P', 'Q']"
"['A', 'D', 'J', 'M', 'O']"
"['D', 'J', 'M', 'O', 'P']"
"['A', 'B', 'C', 'M', 'Q']"
"['A', 'C', 'H', 'I', 'J']"
"['D', 'E', 'I', 'J', 'P']"
"['B', 'G', 'K', 'M', 'Q']"
"['G', 'I', 'J', 'N', 'O']"
"['A', 'B', 'C', 'I', 'J']"
"['B', 'E', 'G', 'J', 'M']"
"['C', 'D', 'I', 'J', 'O']"
"['B', 'F', 'I', 'P', 'Q']"
"['B', 'G', 'J', 'M', 'O']"
"['B', 'H', 'J', 'K', 'P']"
"['C', 'D', 'G', 'K', 'M']"
"['A', 'C', 'E', 'M', 'O']"
"['D', 'M', 'N', 'P', 'Q']"
"['E', 'F', 'G', 'J', 'O']"
"['I', 'L', 'N', 'O', 'P']"
"['B', 'H', 'J', 'O', 'Q']"
"['A', 'B', 'C', 'E', 'J']"
"['C', 'H', 'N', 'O', 'Q']"
"['E', 'G', 'H', 'N', 'O']"
"['A', 'H', 'K', 'L', 'O']"
"['B', 'D', 'F', 'I', 'M']"
"['E', 'G', 'J', 'K', 'L']"
"['A', 'B', 'H', 'I', 'K']"
"['A', 'E', 'L', 'P', 'Q']"
"['A', 'E', 'H', 'I', 'Q']"
"['C', 'J', 'K', 'N', 'P']"
"['D', 'I', 'K', 'P', 'Q']"
"['C', 'H', 'K', 'N', 'O']"
"['C', 'D', 'I', 'J', 'K']"
"['A', 'J', 'L', 'M', 'Q']"
"['A', 'G', 'J', 'N', 'P']"
"['A', 'K', 'L', 'M', 'O']"
"['E', 'F', 'G', 'K', 'Q']"
"['A', 'B', 'H', 'J', 'L']"
"['D', 'E', 'F', 'H', 'K']"
"['C', 'D', 'F', 'K', 'O']"
"['D', 'J', 'L', 'N', 'O']"
"['B', 'H', 'J', 'L', 'M']"
"['A', 'E', 'K', 'L', 'M']"
"['D', 'E', 'G', 'L', 'N']"
"['B', 'I', 'K', 'M', 'N']"
"['F', 'G', 'H', 'J', 'Q']"
"['C', 'E', 'H', 'O', 'Q']"
"['C', 'H', 'I', 'K', 'Q']"
"['E', 'K', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'F', 'M']"
"['C', 'G', 'H', 'J', 'M']"
"['E', 'I', 'M', 'O', 'P']"
"['A', 'H', 'I', 'J', 'P']"
"['C', 'E', 'F', 'J', 'M']"
"['D', 'E', 'H', 'J', 'K']"
"['A', 'E', 'F', 'H', 'M']"
"['B', 'G', 'H', 'I', 'J']"
"['A', 'G', 'J', 'K', 'Q']"
"['A', 'B', 'J', 'M', 'Q']"
"['C', 'D', 'I', 'J', 'M']"
"['I', 'K', 'L', 'P', 'Q']"
"['C', 'D', 'L', 'N', 'Q']"
"['B', 'D', 'F', 'I', 'O']"
"['F', 'H', 'J', 'O', 'P']"
"['E', 'F', 'I', 'K', 'Q']"
"['A', 'I', 'K', 'M', 'P']"
"['B', 'C', 'G', 'J', 'M']"
"['B', 'C', 'J', 'L', 'Q']"
"['F', 'G', 'J', 'K', 'O']"
"['E', 'F', 'H', 'P', 'Q']"
"['A', 'B', 'E', 'O', 'P']"
"['A', 'C', 'G', 'I', 'M']"
"['F', 'G', 'J', 'L', 'O']"
"['B', 'C', 'E', 'K', 'Q']"
"['A', 'B', 'E', 'I', 'O']"
"['A', 'B', 'J', 'K', 'O']"
